Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Maharashtra,,,,,
Arhar/Tur,,,,,
, 2018-19,Kharif     ,26046,32808,1.26
 19.NASHIK, 2010-11,Kharif     ,56900,80900,1.42
, 2011-12,Kharif     ,58600,81500,1.39
, 2012-13,Kharif     ,56000,87300,1.56
, 2013-14,Kharif     ,52400,82700,1.58
, 2014-15,Kharif     ,59800,85000,1.42
, 2015-16,Kharif     ,59800,69600,1.16
, 2016-17,Kharif     ,68700,103000,1.50
, 2017-18,Kharif     ,67497,137600,2.04
, 2018-19,Kharif     ,71168,65160,0.92
 20.OSMANABAD, 2010-11,Kharif     ,65200,111400,1.71
, 2011-12,Kharif     ,90800,137400,1.51
, 2012-13,Kharif     ,111700,101300,0.91
, 2013-14,Kharif     ,133500,270400,2.03
, 2014-15,Kharif     ,133500,65600,0.49
, 2015-16,Kharif     ,90900,14900,0.16
, 2016-17,Kharif     ,102000,28200,0.28
, 2017-18,Kharif     ,115400,79400,0.69
, 2018-19,Kharif     ,214165,117791,0.55
 21.PARBHANI, 2010-11,Kharif     ,107900,165200,1.53
, 2011-12,Kharif     ,129800,154500,1.19
, 2012-13,Kharif     ,135300,186900,1.38
, 2013-14,Kharif     ,139000,174500,1.26
, 2014-15,Kharif     ,154600,49100,0.32
, 2015-16,Kharif     ,155700,36000,0.23
, 2016-17,Kharif     ,237230,240095,1.01
, 2017-18,Kharif     ,229670,201684,0.88
, 2018-19,Kharif     ,245041,272191,1.11
 22.PUNE, 2010-11,Kharif     ,2900,5800,2.00
, 2011-12,Kharif     ,3900,8200,2.10
, 2012-13,Kharif     ,4200,8100,1.93
, 2013-14,Kharif     ,6900,26800,3.88
, 2014-15,Kharif     ,7100,11700,1.65
, 2015-16,Kharif     ,16100,47000,2.92
, 2016-17,Kharif     ,18000,38300,2.13
, 2017-18,Kharif     ,20231,40900,2.02
, 2018-19,Kharif     ,20329,32523,1.60
 23.SANGLI, 2010-11,Kharif     ,57300,119600,2.09
, 2011-12,Kharif     ,59800,99900,1.67
, 2012-13,Kharif     ,63000,100600,1.60
, 2013-14,Kharif     ,77100,159600,2.07
, 2014-15,Kharif     ,36600,47700,1.30
, 2015-16,Kharif     ,51700,79800,1.54
, 2016-17,Kharif     ,57300,127000,2.22
, 2017-18,Kharif     ,47300,78800,1.67
, 2018-19,Kharif     ,42534,92010,2.16
 24.SATARA, 2010-11,Kharif     ,40100,65400,1.63
, 2011-12,Kharif     ,46100,75000,1.63
, 2012-13,Kharif     ,38800,69300,1.79
, 2013-14,Kharif     ,46700,95560,2.05
, 2014-15,Kharif     ,53300,90800,1.70
, 2015-16,Kharif     ,62800,100900,1.61
, 2016-17,Kharif     ,67200,121800,1.81
, 2017-18,Kharif     ,69700,128500,1.84
, 2018-19,Kharif     ,65692,112215,1.71
 25.SOLAPUR, 2010-11,Kharif     ,4300,5300,1.23
, 2011-12,Kharif     ,5100,12200,2.39
, 2012-13,Kharif     ,5500,11500,2.09
, 2013-14,Kharif     ,5500,9900,1.80
, 2014-15,Kharif     ,6300,7400,1.17
, 2015-16,Kharif     ,14200,2400,0.17
, 2016-17,Kharif     ,27700,10170,0.37
, 2017-18,Kharif     ,33588,38560,1.15
, 2018-19,Kharif     ,35037,11569,0.33
 26.WARDHA, 2010-11,Kharif     ,137800,151600,1.10
, 2011-12,Kharif     ,173000,150600,0.87
, 2012-13,Kharif     ,176700,188700,1.07
, 2013-14,Kharif     ,185600,121700,0.66
, 2014-15,Kharif     ,154200,67100,0.44
, 2015-16,Kharif     ,139800,61500,0.44
, 2016-17,Kharif     ,127200,150400,1.18
, 2017-18,Kharif     ,116100,177400,1.53
, 2018-19,Kharif     ,118508,155169,1.31
 27.WASHIM, 2010-11,Kharif     ,209200,298700,1.43
, 2011-12,Kharif     ,219100,290600,1.33
, 2012-13,Kharif     ,200300,338200,1.69
, 2013-14,Kharif     ,276300,232300,0.84
, 2014-15,Kharif     ,296500,121300,0.41
, 2015-16,Kharif     ,302300,168200,0.56
, 2016-17,Kharif     ,300800,446100,1.48
, 2017-18,Kharif     ,299800,227100,0.76
, 2018-19,Kharif     ,302685,414398,1.37
 28.YAVATMAL, 2010-11,Kharif     ,198500,273100,1.38
, 2011-12,Kharif     ,221400,298100,1.35
, 2012-13,Kharif     ,236800,389100,1.64
, 2013-14,Kharif     ,285600,156600,0.55
, 2014-15,Kharif     ,306000,97600,0.32
, 2015-16,Kharif     ,293100,140900,0.48
, 2016-17,Kharif     ,253000,282400,1.12
, 2017-18,Kharif     ,254500,206300,0.81
, 2018-19,Kharif     ,277504,327206,1.18
Total - Soyabean,,,31275143.00,33867175,1.08
Sugarcane,,,,,
 1.AHMEDNAGAR, 2010-11,Whole Year ,126000,11516400,91.40
, 2011-12,Whole Year ,129500,11879200,91.73
, 2012-13,Whole Year ,115500,8235700,71.30
, 2013-14,Whole Year ,110800,9643600,87.04
, 2014-15,Whole Year ,122000,11761000,96.40
, 2015-16,Whole Year ,112400,6607100,58.78
, 2016-17,Whole Year ,60972,4181400,68.58
, 2017-18,Whole Year ,104404,11308900,108.32
, 2018-19,Whole Year ,134486,12776170,95.00
 2.AKOLA, 2010-11,Whole Year ,300,20000,66.67
, 2011-12,Whole Year ,100,6300,63.00
, 2015-16,Whole Year ,100,6900,69.00
, 2016-17,Whole Year ,65,3700,56.92
, 2017-18,Whole Year ,45,2300,51.11
, 2018-19,Whole Year ,20,1000,50.00
 3.AMRAVATI, 2010-11,Whole Year ,300,20700,69.00
, 2011-12,Whole Year ,400,28700,71.75
, 2012-13,Whole Year ,300,16700,55.67
, 2013-14,Whole Year ,300,21700,72.33
, 2014-15,Whole Year ,400,16100,40.25
, 2015-16,Whole Year ,300,15900,53.00
, 2016-17,Whole Year ,430,11800,27.44
, 2017-18,Whole Year ,121,4800,39.67
, 2018-19,Whole Year ,254,14478,57.00
 4.AURANGABAD, 2010-11,Whole Year ,23300,1959500,84.10
, 2011-12,Whole Year ,20100,1705200,84.84
, 2012-13,Whole Year ,14800,630900,42.63
, 2013-14,Whole Year ,14600,1170600,80.18
, 2014-15,Whole Year ,13900,932200,67.06
, 2015-16,Whole Year ,15300,670700,43.84
, 2016-17,Whole Year ,14644,873100,59.62
, 2017-18,Whole Year ,21325,1172900,55.00
, 2018-19,Whole Year ,26337,1327730,50.41
 5.BEED, 2010-11,Whole Year ,58800,3874900,65.90
, 2011-12,Whole Year ,53600,3487500,65.07
, 2012-13,Whole Year ,51400,2817000,54.81
, 2013-14,Whole Year ,46000,2567300,55.81
, 2014-15,Whole Year ,37600,1723500,45.84
, 2015-16,Whole Year ,36100,797600,22.09
, 2016-17,Whole Year ,12292,495900,40.34
, 2017-18,Whole Year ,36050,2072850,57.50
, 2018-19,Whole Year ,49690,1765090,35.52
 6.BHANDARA, 2010-11,Whole Year ,1100,59600,54.18
, 2011-12,Whole Year ,3000,231700,77.23
, 2012-13,Whole Year ,2900,191300,65.97
, 2013-14,Whole Year ,600,36100,60.17
, 2014-15,Whole Year ,6700,490800,73.25
, 2015-16,Whole Year ,4400,294500,66.93
, 2016-17,Whole Year ,4210,285300,67.77
, 2017-18,Whole Year ,3574,232300,65.00
, 2018-19,Whole Year ,4208,282104,67.04
 7.BULDHANA, 2010-11,Whole Year ,1000,61000,61.00
, 2011-12,Whole Year ,300,17500,58.33
, 2012-13,Whole Year ,100,4400,44.00
, 2013-14,Whole Year ,100,8100,81.00
, 2014-15,Whole Year ,300,18700,62.33
, 2015-16,Whole Year ,300,15000,50.00
, 2016-17,Whole Year ,535,35700,66.73
, 2017-18,Whole Year ,257,12900,50.19
, 2018-19,Whole Year ,311,13995,45.00
 8.CHANDRAPUR, 2014-15,Whole Year ,100,9000,90.00
, 2015-16,Whole Year ,100,6900,69.00
, 2016-17,Whole Year ,50,2000,40.00
, 2017-18,Whole Year ,26,1300,50.00
, 2018-19,Whole Year ,64,3840,60.00
 9.DHULE, 2010-11,Whole Year ,5300,442600,83.51
, 2011-12,Whole Year ,5200,359600,69.15
, 2012-13,Whole Year ,5300,434100,81.91
, 2013-14,Whole Year ,6500,536900,82.60
, 2014-15,Whole Year ,7000,438400,62.63
, 2015-16,Whole Year ,2100,154000,73.33
, 2016-17,Whole Year ,4508,522400,115.88
, 2017-18,Whole Year ,2501,199200,79.65
, 2018-19,Whole Year ,2924,204680,70.00
 10.GADCHIROLI, 2014-15,Whole Year ,100,9900,99.00
, 2015-16,Whole Year ,100,4600,46.00
, 2018-19,Whole Year ,15,1009,67.27
 11.GONDIA, 2010-11,Whole Year ,400,21600,54.00
, 2011-12,Whole Year ,400,25400,63.50
, 2012-13,Whole Year ,200,16600,83.00
, 2013-14,Whole Year ,300,21500,71.67
, 2014-15,Whole Year ,1500,97000,64.67
, 2015-16,Whole Year ,1000,57700,57.70
, 2016-17,Whole Year ,667,28300,42.43
, 2017-18,Whole Year ,1129,45200,40.04
, 2018-19,Whole Year ,1528,102812,67.29
 12.HINGOLI, 2010-11,Whole Year ,4600,303600,66.00
, 2011-12,Whole Year ,8400,556800,66.29
, 2012-13,Whole Year ,9000,678500,75.39
, 2013-14,Whole Year ,7200,516500,71.74
, 2014-15,Whole Year ,15200,855700,56.30
, 2015-16,Whole Year ,15200,462800,30.45
, 2016-17,Whole Year ,5000,312700,62.54
, 2017-18,Whole Year ,9500,66500,7.00
, 2018-19,Whole Year ,11200,784000,70.00
 13.JALGAON, 2010-11,Whole Year ,11200,877000,78.30
, 2011-12,Whole Year ,11200,820000,73.21
, 2012-13,Whole Year ,11000,759100,69.01
, 2013-14,Whole Year ,11700,883200,75.49
, 2014-15,Whole Year ,7900,553600,70.08
, 2015-16,Whole Year ,10000,776600,77.66
, 2016-17,Whole Year ,9163,845900,92.32
, 2017-18,Whole Year ,9330,793100,85.01
, 2018-19,Whole Year ,10006,689413,68.90
 14.JALNA, 2010-11,Whole Year ,19300,1192700,61.80
, 2011-12,Whole Year ,18700,1306400,69.86
, 2012-13,Whole Year ,12800,802600,62.70
, 2013-14,Whole Year ,13500,972300,72.02
, 2014-15,Whole Year ,21100,1007500,47.75
, 2015-16,Whole Year ,26100,1334100,51.11
, 2016-17,Whole Year ,16430,611600,37.22
, 2017-18,Whole Year ,23792,1417400,59.57
, 2018-19,Whole Year ,37766,2001598,53.00
 15.KOLHAPUR, 2010-11,Whole Year ,139900,12591000,90.00
, 2011-12,Whole Year ,146100,12847200,87.93
, 2012-13,Whole Year ,142000,13739100,96.75
, 2013-14,Whole Year ,135200,13580200,100.45
, 2014-15,Whole Year ,146300,15031600,102.75
, 2015-16,Whole Year ,145300,13097700,90.14
, 2016-17,Whole Year ,132631,12499000,94.24
, 2017-18,Whole Year ,143905,14779000,102.70
, 2018-19,Whole Year ,149280,12491750,83.68
 16.LATUR, 2010-11,Whole Year ,33000,2263800,68.60
, 2011-12,Whole Year ,42900,3113200,72.57
, 2012-13,Whole Year ,46400,3051100,65.76
, 2013-14,Whole Year ,41500,2902800,69.95
, 2014-15,Whole Year ,46400,2354600,50.75
, 2015-16,Whole Year ,41500,1247900,30.07
, 2016-17,Whole Year ,9000,509300,56.59
, 2017-18,Whole Year ,40000,2440000,61.00
, 2018-19,Whole Year ,62300,3774134,60.58
 17.NAGPUR, 2010-11,Whole Year ,300,6200,20.67
, 2011-12,Whole Year ,700,48000,68.57
, 2012-13,Whole Year ,300,22100,73.67
, 2013-14,Whole Year ,300,20000,66.67
, 2014-15,Whole Year ,3800,258500,68.03
, 2015-16,Whole Year ,4400,296500,67.39
, 2016-17,Whole Year ,4599,198300,43.12
, 2017-18,Whole Year ,4268,221900,51.99
, 2018-19,Whole Year ,4757,264394,55.58
 18.NANDED, 2010-11,Whole Year ,13700,827500,60.40
, 2011-12,Whole Year ,23900,1752000,73.31
, 2012-13,Whole Year ,12800,1047900,81.87
, 2013-14,Whole Year ,12200,1020700,83.66
, 2014-15,Whole Year ,18800,1113200,59.21
, 2015-16,Whole Year ,18800,529500,28.16
, 2016-17,Whole Year ,14501,860400,59.33
, 2017-18,Whole Year ,23000,1495000,65.00
, 2018-19,Whole Year ,23303,745696,32.00
 19.NANDURBAR, 2010-11,Whole Year ,10200,738500,72.40
, 2011-12,Whole Year ,8300,778700,93.82
, 2012-13,Whole Year ,10800,794000,73.52
, 2013-14,Whole Year ,10800,832600,77.09
, 2014-15,Whole Year ,8000,633800,79.23
, 2015-16,Whole Year ,14100,1044800,74.10
, 2016-17,Whole Year ,10952,872300,79.65
, 2017-18,Whole Year ,14887,1266900,85.10
, 2018-19,Whole Year ,15477,1354857,87.54
 20.NASHIK, 2010-11,Whole Year ,25700,1989200,77.40
, 2011-12,Whole Year ,24600,1861200,75.66
, 2012-13,Whole Year ,24600,1863900,75.77
, 2013-14,Whole Year ,21000,1786500,85.07
, 2014-15,Whole Year ,16800,1384200,82.39
, 2015-16,Whole Year ,19000,1531200,80.59
, 2016-17,Whole Year ,11216,966200,86.14
, 2017-18,Whole Year ,11865,988600,83.32
, 2018-19,Whole Year ,15345,1461304,95.23
 21.OSMANABAD, 2010-11,Whole Year ,43200,3175200,73.50
, 2011-12,Whole Year ,54500,3663100,67.21
, 2012-13,Whole Year ,52200,2233500,42.79
, 2013-14,Whole Year ,68900,3175200,46.08
, 2014-15,Whole Year ,39800,1592200,40.01
, 2015-16,Whole Year ,22700,613700,27.04
, 2016-17,Whole Year ,12000,427900,35.66
, 2017-18,Whole Year ,35000,1575000,45.00
, 2018-19,Whole Year ,57200,2839246,49.64
 22.PARBHANI, 2010-11,Whole Year ,15500,1415200,91.30
, 2011-12,Whole Year ,17200,1166200,67.80
, 2012-13,Whole Year ,17000,1212400,71.32
, 2013-14,Whole Year ,35900,2549700,71.02
, 2014-15,Whole Year ,26600,1577200,59.29
, 2015-16,Whole Year ,28500,763600,26.79
, 2016-17,Whole Year ,9000,578614,64.29
, 2017-18,Whole Year ,25000,1375000,55.00
, 2018-19,Whole Year ,45700,1919400,42.00
 23.PUNE, 2010-11,Whole Year ,111500,11083100,99.40
, 2011-12,Whole Year ,129900,13157600,101.29
, 2012-13,Whole Year ,137700,13888400,100.86
, 2013-14,Whole Year ,143900,16963500,117.88
, 2014-15,Whole Year ,127800,13833900,108.25
, 2015-16,Whole Year ,118400,12285400,103.76
, 2016-17,Whole Year ,95903,9070900,94.58
, 2017-18,Whole Year ,113140,13270600,117.29
, 2018-19,Whole Year ,141730,13233330,93.37
 24.RATNAGIRI, 2016-17,Whole Year ,95,9600,101.05
, 2017-18,Whole Year ,44,2600,59.09
 25.SANGLI, 2010-11,Whole Year ,76300,7851300,102.90
, 2011-12,Whole Year ,70500,7163400,101.61
, 2012-13,Whole Year ,60700,7066100,116.41
, 2013-14,Whole Year ,62600,7466700,119.28
, 2014-15,Whole Year ,74500,8107100,108.82
, 2015-16,Whole Year ,84000,8087900,96.28
, 2016-17,Whole Year ,72358,7809500,107.93
, 2017-18,Whole Year ,80176,8546800,106.60
, 2018-19,Whole Year ,89918,9178829,102.08
 26.SATARA, 2010-11,Whole Year ,74000,6963400,94.10
, 2011-12,Whole Year ,70600,6962600,98.62
, 2012-13,Whole Year ,59800,5577700,93.27
, 2013-14,Whole Year ,59800,6015200,100.59
, 2014-15,Whole Year ,70000,6927400,98.96
, 2015-16,Whole Year ,65500,6329800,96.64
, 2016-17,Whole Year ,50329,6259700,124.38
, 2017-18,Whole Year ,80644,7983800,99.00
, 2018-19,Whole Year ,82485,8038163,97.45
 27.SINDHUDURG, 2013-14,Whole Year ,1100,96700,87.91
, 2015-16,Whole Year ,1400,108300,77.36
, 2016-17,Whole Year ,1209,121400,100.41
, 2017-18,Whole Year ,1098,65900,60.02
 28.SOLAPUR, 2010-11,Whole Year ,163100,16000100,98.10
, 2011-12,Whole Year ,173400,15936200,91.90
, 2012-13,Whole Year ,144200,9716600,67.38
, 2013-14,Whole Year ,122600,10488200,85.55
, 2014-15,Whole Year ,205500,20049700,97.57
, 2015-16,Whole Year ,183100,10964400,59.88
, 2016-17,Whole Year ,64744,4762070,73.55
, 2017-18,Whole Year ,100505,10468150,104.16
, 2018-19,Whole Year ,190018,14093635,74.17
 29.WARDHA, 2010-11,Whole Year ,2000,136800,68.40
, 2011-12,Whole Year ,3700,244300,66.03
, 2012-13,Whole Year ,2100,180200,85.81
, 2013-14,Whole Year ,3200,187500,58.59
, 2014-15,Whole Year ,3100,201800,65.10
, 2015-16,Whole Year ,3100,214700,69.26
, 2016-17,Whole Year ,3017,180200,59.73
, 2017-18,Whole Year ,2168,130100,60.01
, 2018-19,Whole Year ,2505,169488,67.66
 30.WASHIM, 2011-12,Whole Year ,100,7600,76.00
, 2014-15,Whole Year ,200,5800,29.00
, 2015-16,Whole Year ,200,7200,36.00
, 2016-17,Whole Year ,256,13500,52.73
, 2017-18,Whole Year ,154,6900,44.81
, 2018-19,Whole Year ,183,8784,48.00
 31.YAVATMAL, 2010-11,Whole Year ,4500,300600,66.80
, 2011-12,Whole Year ,4700,330500,70.32
, 2012-13,Whole Year ,4200,355100,84.55
, 2013-14,Whole Year ,6500,490700,75.49
, 2014-15,Whole Year ,8100,553700,68.36
, 2015-16,Whole Year ,13600,908400,66.79
, 2016-17,Whole Year ,12493,888300,71.10
, 2017-18,Whole Year ,14127,593300,42.00
, 2018-19,Whole Year ,3826,229560,60.00
Total - Sugarcane,,,8576440.00,721756773,84.16
Sunflower,,,,,
 1.AHMEDNAGAR, 2010-11,Kharif     ,8200,3400,0.41
,,Rabi       ,1000,800,0.80
,,Summer     ,200,200,1.00
,,Total,9400,4400,0.47
, 2011-12,Kharif     ,3200,1500,0.47
,,Rabi       ,400,200,0.50
,,Summer     ,100,100,1.00
,,Total,3700,1800,0.49
, 2012-13,Kharif     ,1400,500,0.36
,,Rabi       ,200,50,0.25
,,Total,1600,550,0.34
, 2013-14,Kharif     ,1300,800,0.62
,,Rabi       ,100,,0.00
,,Total,1400,800,0.57
, 2014-15,Kharif     ,800,400,0.50
,,Rabi       ,100,,0.00
,,Total,900,400,0.44
, 2015-16,Kharif     ,500,100,0.20
,,Rabi       ,40,10,0.25
,,Total,540,110,0.20
, 2016-17,Kharif     ,423,351,0.83
,,Rabi       ,50,40,0.80
,,Total,473,391,0.83
, 2017-18,Kharif     ,509,292,0.57
,,Rabi       ,200,100,0.50
,,Total,709,392,0.55
, 2018-19,Kharif     ,57,10,0.18
 2.AKOLA, 2010-11,Kharif     ,3700,2000,0.54
,,Rabi       ,3000,2100,0.70
,,Summer     ,100,100,1.00
,,Total,6800,4200,0.62
, 2011-12,Kharif     ,1800,1000,0.56
,,Rabi       ,900,600,0.67
,,Total,2700,1600,0.59
, 2012-13,Kharif     ,400,200,0.50
,,Rabi       ,200,100,0.50
,,Total,600,300,0.50
, 2013-14,Rabi       ,100,,0.00
, 2014-15,Rabi       ,100,,0.00
, 2015-16,Rabi       ,70,20,0.29
, 2016-17,Rabi       ,40,34,0.85
, 2017-18,Kharif     ,174,72,0.41
 3.AMRAVATI, 2010-11,Kharif     ,600,300,0.50
,,Rabi       ,15800,10800,0.68
,,Summer     ,100,100,1.00
,,Total,16500,11200,0.68
, 2011-12,Kharif     ,200,100,0.50
,,Rabi       ,1300,900,0.69
,,Summer     ,100,100,1.00
,,Total,1600,1100,0.69
, 2012-13,Kharif     ,100,40,0.40
,,Rabi       ,100,50,0.50
,,Total,200,90,0.45
, 2013-14,Kharif     ,100,100,1.00
,,Rabi       ,100,,0.00
,,Total,200,100,0.50
, 2014-15,Kharif     ,100,,0.00
,,Rabi       ,100,,0.00
,,Total,200,,0.00
, 2015-16,Kharif     ,33,4,0.12
, 2016-17,Kharif     ,55,13,0.24
, 2017-18,Kharif     ,7,3,0.43
 4.AURANGABAD, 2010-11,Kharif     ,2300,1300,0.57
,,Rabi       ,1700,800,0.47
,,Summer     ,100,100,1.00
,,Total,4100,2200,0.54
, 2011-12,Kharif     ,600,300,0.50
,,Rabi       ,300,100,0.33
,,Summer     ,100,100,1.00
,,Total,1000,500,0.50
, 2012-13,Kharif     ,600,300,0.50
,,Rabi       ,400,100,0.25
,,Total,1000,400,0.40
, 2013-14,Kharif     ,400,200,0.50
,,Rabi       ,500,200,0.40
,,Total,900,400,0.44
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,100,3,0.03
,,Rabi       ,29,5,0.17
,,Total,129,8,0.06
, 2016-17,Kharif     ,85,5,0.06
,,Rabi       ,21,20,0.95
,,Total,106,25,0.24
, 2017-18,Kharif     ,118,106,0.90
,,Rabi       ,28,10,0.36
,,Total,146,116,0.79
 5.BEED, 2010-11,Kharif     ,3700,2200,0.59
,,Rabi       ,3600,1600,0.44
,,Summer     ,500,300,0.60
,,Total,7800,4100,0.53
, 2011-12,Kharif     ,1900,1100,0.58
,,Rabi       ,1200,500,0.42
,,Summer     ,500,300,0.60
,,Total,3600,1900,0.53
, 2012-13,Kharif     ,1900,800,0.42
,,Rabi       ,700,200,0.29
,,Total,2600,1000,0.38
, 2013-14,Kharif     ,1800,900,0.50
,,Rabi       ,700,420,0.60
,,Total,2500,1320,0.53
, 2014-15,Kharif     ,1700,600,0.35
,,Rabi       ,500,100,0.20
,,Total,2200,700,0.32
, 2015-16,Kharif     ,1600,100,0.06
,,Rabi       ,500,80,0.16
,,Summer     ,10,4,0.40
,,Total,2110,184,0.09
, 2016-17,Kharif     ,782,48,0.06
,,Rabi       ,100,100,1.00
,,Total,882,148,0.17
, 2017-18,Kharif     ,837,751,0.90
,,Rabi       ,268,140,0.52
,,Total,1105,891,0.81
 6.BHANDARA, 2016-17,Rabi       ,400,100,0.25
 7.BULDHANA, 2010-11,Kharif     ,800,400,0.50
,,Rabi       ,2200,1500,0.68
,,Total,3000,1900,0.63
, 2011-12,Kharif     ,600,300,0.50
,,Rabi       ,700,500,0.71
,,Total,1300,800,0.62
, 2012-13,Kharif     ,600,300,0.50
,,Rabi       ,800,400,0.50
,,Total,1400,700,0.50
, 2013-14,Kharif     ,700,400,0.57
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,49,7,0.14
,,Rabi       ,100,20,0.20
,,Total,149,27,0.18
, 2016-17,Kharif     ,30,7,0.23
,,Rabi       ,10,10,1.00
,,Summer     ,10,4,0.40
,,Total,50,21,0.42
, 2017-18,Rabi       ,35,18,0.51
,,Summer     ,4,3,0.75
,,Total,39,21,0.54
, 2018-19,Kharif     ,24,3,0.13
,,Summer     ,6,7,1.17
,,Total,30,10,0.33
 8.CHANDRAPUR, 2016-17,Summer     ,100,100,1.00
, 2017-18,Rabi       ,6,3,0.50
,,Summer     ,1,1,1.00
,,Total,7,4,0.57
 9.DHULE, 2013-14,Kharif     ,100,100,1.00
, 2015-16,Rabi       ,5,1,0.20
, 2016-17,Kharif     ,70,24,0.34
, 2017-18,Rabi       ,10,5,0.50
 10.GADCHIROLI, 2017-18,Summer     ,26,20,0.77
 11.HINGOLI, 2010-11,Kharif     ,200,100,0.50
,,Rabi       ,3700,2000,0.54
,,Total,3900,2100,0.54
, 2011-12,Kharif     ,100,100,1.00
,,Rabi       ,2300,1500,0.65
,,Total,2400,1600,0.67
, 2012-13,Kharif     ,100,40,0.40
, 2016-17,Rabi       ,80,88,1.10
,,Summer     ,10,5,0.50
,,Total,90,93,1.03
 12.JALGAON, 2010-11,Kharif     ,3400,1400,0.41
,,Rabi       ,1200,700,0.58
,,Summer     ,100,100,1.00
,,Total,4700,2200,0.47
, 2011-12,Kharif     ,900,400,0.44
,,Rabi       ,600,300,0.50
,,Summer     ,100,100,1.00
,,Total,1600,800,0.50
, 2012-13,Kharif     ,400,100,0.25
, 2013-14,Kharif     ,400,200,0.50
, 2015-16,Rabi       ,50,10,0.20
, 2016-17,Kharif     ,9,3,0.33
, 2017-18,Kharif     ,9,5,0.56
 13.JALNA, 2010-11,Kharif     ,1700,1000,0.59
,,Rabi       ,2400,1100,0.46
,,Summer     ,100,100,1.00
,,Total,4200,2200,0.52
, 2011-12,Kharif     ,800,500,0.63
,,Rabi       ,800,400,0.50
,,Total,1600,900,0.56
, 2012-13,Kharif     ,200,100,0.50
,,Rabi       ,100,40,0.40
,,Total,300,140,0.47
, 2013-14,Kharif     ,100,100,1.00
,,Rabi       ,100,40,0.40
,,Total,200,140,0.70
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,100,3,0.03
, 2016-17,Kharif     ,52,3,0.06
, 2018-19,Kharif     ,120,,0.00
 14.KOLHAPUR, 2010-11,Kharif     ,100,,0.00
,,Rabi       ,500,300,0.60
,,Summer     ,800,1600,2.00
,,Total,1400,1900,1.36
, 2011-12,Kharif     ,200,100,0.50
,,Rabi       ,500,200,0.40
,,Summer     ,1000,1900,1.90
,,Total,1700,2200,1.29
, 2012-13,Kharif     ,100,30,0.30
,,Summer     ,1100,1800,1.64
,,Total,1200,1830,1.53
, 2013-14,Summer     ,1100,1200,1.09
, 2014-15,Rabi       ,100,,0.00
,,Summer     ,1100,1600,1.45
,,Total,1200,1600,1.33
, 2015-16,Kharif     ,20,2,0.10
,,Rabi       ,50,10,0.20
,,Summer     ,800,1200,1.50
,,Total,870,1212,1.39
, 2016-17,Kharif     ,1763,616,0.35
,,Rabi       ,500,400,0.80
,,Summer     ,300,600,2.00
,,Total,2563,1616,0.63
, 2017-18,Kharif     ,241,138,0.57
,,Rabi       ,200,100,0.50
,,Summer     ,235,400,1.70
,,Total,676,638,0.94
, 2018-19,Kharif     ,220,,0.00
,,Summer     ,178,350,1.97
,,Total,398,350,0.88
 15.LATUR, 2010-11,Kharif     ,6500,4700,0.72
,,Rabi       ,27400,18600,0.68
,,Summer     ,500,400,0.80
,,Total,34400,23700,0.69
, 2011-12,Kharif     ,5300,3500,0.66
,,Rabi       ,7500,4300,0.57
,,Summer     ,500,300,0.60
,,Total,13300,8100,0.61
, 2012-13,Kharif     ,5300,3400,0.64
,,Rabi       ,6800,4800,0.71
,,Summer     ,300,200,0.67
,,Total,12400,8400,0.68
, 2013-14,Kharif     ,4200,2900,0.69
,,Rabi       ,6000,4500,0.75
,,Summer     ,200,200,1.00
,,Total,10400,7600,0.73
, 2014-15,Kharif     ,3400,700,0.21
,,Rabi       ,4000,1300,0.33
,,Total,7400,2000,0.27
, 2015-16,Kharif     ,3700,500,0.14
,,Rabi       ,4900,1500,0.31
,,Total,8600,2000,0.23
, 2016-17,Kharif     ,2166,687,0.32
,,Rabi       ,420,380,0.90
,,Summer     ,100,43,0.43
,,Total,2686,1110,0.41
, 2017-18,Kharif     ,1587,531,0.33
,,Rabi       ,500,300,0.60
,,Summer     ,19,10,0.53
,,Total,2106,841,0.40
, 2018-19,Kharif     ,410,50,0.12
 16.NAGPUR, 2010-11,Rabi       ,600,400,0.67
, 2011-12,Rabi       ,700,500,0.71
, 2012-13,Rabi       ,900,400,0.44
, 2013-14,Rabi       ,15200,6800,0.45
, 2014-15,Rabi       ,8200,2600,0.32
, 2015-16,Rabi       ,400,100,0.25
, 2016-17,Kharif     ,120,29,0.24
, 2017-18,Kharif     ,120,50,0.42
,,Rabi       ,11,6,0.55
,,Summer     ,1,1,1.00
,,Total,132,57,0.43
, 2018-19,Kharif     ,10,,0.00
 17.NANDED, 2010-11,Kharif     ,2000,1100,0.55
,,Rabi       ,4400,3000,0.68
,,Summer     ,800,600,0.75
,,Total,7200,4700,0.65
, 2011-12,Kharif     ,1500,900,0.60
,,Rabi       ,2500,1700,0.68
,,Summer     ,900,400,0.44
,,Total,4900,3000,0.61
, 2012-13,Kharif     ,600,300,0.50
,,Rabi       ,200,100,0.50
,,Summer     ,600,500,0.83
,,Total,1400,900,0.64
, 2013-14,Kharif     ,700,400,0.57
,,Rabi       ,200,100,0.50
